,Place 132560,Place 132561,Place 132564,Place 132572,Place 132583,Place 132584,Place 132594,Place 132608,Place 132609,Place 132613,Place 132626,Place 132630,Place 132654,Place 132660,Place 132663,Place 132665,Place 132667,Place 132668,Place 132706,Place 132715,Place 132717,Place 132723,Place 132732,Place 132733,Place 132740,Place 132754,Place 132755,Place 132766,Place 132767,Place 132768,Place 132773,Place 132825,Place 132830,Place 132834,Place 132845,Place 132846,Place 132847,Place 132851,Place 132854,Place 132856,Place 132858,Place 132861,Place 132862,Place 132866,Place 132869,Place 132870,Place 132872,Place 132875,Place 132877,Place 132884,Place 132885,Place 132921,Place 132922,Place 132925,Place 132937,Place 132951,Place 132954,Place 132955,Place 132958,Place 134975,Place 134976,Place 134983,Place 134986,Place 134987,Place 134992,Place 134996,Place 134999,Place 135000,Place 135001,Place 135011,Place 135013,Place 135016,Place 135018,Place 135019,Place 135021,Place 135025,Place 135026,Place 135027,Place 135028,Place 135030,Place 135032,Place 135033,Place 135034,Place 135035,Place 135038,Place 135039,Place 135040,Place 135041,Place 135042,Place 135043,Place 135044,Place 135045,Place 135046,Place 135047,Place 135048,Place 135049,Place 135050,Place 135051,Place 135052,Place 135053,Place 135054,Place 135055,Place 135057,Place 135058,Place 135059,Place 135060,Place 135062,Place 135063,Place 135064,Place 135065,Place 135066,Place 135069,Place 135070,Place 135071,Place 135072,Place 135073,Place 135074,Place 135075,Place 135076,Place 135079,Place 135080,Place 135081,Place 135082,Place 135085,Place 135086,Place 135088,Place 135104,Place 135106,Place 135108,Place 135109
Place 135055,-0.021293181,-0.005515413,-0.015161925,-0.120521251,-0.025162091,-0.022920547,-0.024860093,-0.016883302,-0.01178624,-0.023740763,-0.007500065,-0.01544327,-0.012505514,-0.023826823,-0.024860093,-0.00898421,-0.032968548,-0.015136849,-0.005910639,-0.013869379,-0.010161821,0.122401794,-0.02453434,-0.023672602,-0.026338927,-0.025317628,-0.077750923,-0.023223621,-0.032912594,-0.035731204,-0.015890164,-0.022848605,-0.082385679,-0.162011985,-0.036901659,-0.053638261,-0.055575621,-0.040388339,-0.046031645,-0.128727872,-0.038235372,0.010305856,-0.016737039,-0.040328407,-0.026656315,-0.023297415,0.244022928,0.149515387,-0.045984759,-0.082679363,0.164447489,0.027002387,-0.07500252,-0.058393472,-0.062349021,-0.100838767,-0.125375044,0.078496094,0.192407659,-0.016779051,-0.042203493,-0.033903367,-0.038808199,-0.016722021,-0.032936393,-0.052520763,-0.032545668,-0.03500194,-0.057632478,-0.025162091,-0.031079354,-0.008515598,-0.022898776,-0.035208836,-0.038847644,0.001086948,0.057624093,-0.078547307,-0.017716673,-0.150568464,-0.170139115,-0.047837251,0.089925337,0.207624239,-0.130382396,-0.112118977,-0.021761919,-0.14535456,-0.136612625,0.300713003,0.082787587,-0.136588214,0.254270305,-0.002513853,0.028412078,-0.096245419,0.229056667,-0.149543833,-0.136477598,0.105377833,-0.05934846,1,-0.086662297,0.096206619,0.219158645,-0.101932228,0.017955583,-0.111030938,0.33594326,0.110621429,-0.062560533,-0.060714669,-0.068910018,-0.06417502,0.347641876,-0.052352288,0.280771738,0.047991903,0.236286861,-0.038139053,0.028412078,0.089691092,-0.054605789,-0.119103399,0.171258695,-0.015281585,-0.030865669,-0.101669566,-0.077258874,-0.016342176
Place 135057,0.056661301,0.053889105,0.023664091,-0.058070349,0.021704659,0.000392613,0.039561687,0.014315406,0.049233988,0.004687645,0.026377783,0.013808566,0.084780754,0.002844561,0.039561687,0.034594784,0.009240742,0.036915267,0.044104407,0.030699264,0.029064978,-0.119399893,0.016069047,-0.013699901,0.009352478,-0.168230328,-0.050126876,0.055339114,-0.004783329,-0.030292064,0.015138797,-0.20711881,0.335201876,-0.145608517,0.153342575,0.181932946,0.180779182,-0.020234773,-0.019114331,-0.101133628,0.011309946,-0.072511302,-0.150228864,-0.011007235,0.002252219,0.030567468,-0.075814218,-0.047041186,0.024027135,-0.046517274,0.015727476,-0.12036996,-0.053685739,-0.011306319,-0.023326129,-0.071688095,-0.089394387,-0.096299553,-0.103197346,0.018756122,-0.012580665,0.004704795,-0.032982073,0.023741109,0.015520885,-0.041077959,-0.007733179,0.003804,-0.035724156,0.021704659,-0.003244462,0.042073266,0.009329161,-0.00998107,-0.024928764,-0.071091084,-0.02703563,-0.043055207,-0.15501479,-0.135304116,0.149987115,0.211298885,-0.084104237,-0.021469487,0.045180253,0.095165902,0.079380763,0.18117615,0.003274322,0.013751636,-0.02786049,0.081243534,0.063670014,-0.084543445,-0.067357589,-0.046293093,0.258432269,0.143573209,0.149682548,-0.082440436,0.195916733,-0.086662297,1,-0.104288434,-0.102065661,0.023894261,-0.059704588,0.10422921,-0.134729838,-0.072651958,0.193816304,0.346976616,0.35965071,0.203326798,-0.070866682,0.214869954,-0.049137034,-0.158668675,0.165770381,-0.030215641,-0.067357589,0.213649299,0.385698084,-0.164842187,-0.072936331,0.018431198,0.005638089,0.087438892,0.397494717,0.028728448
Place 135058,-0.097640946,-0.075980915,-0.073719489,0.049784751,-0.083812945,-0.074142161,-0.096418822,-0.070307292,-0.082593179,-0.07780602,-0.060387756,-0.074598071,-0.097246706,-0.07394141,-0.096418822,-0.067597961,-0.091469915,-0.074229326,-0.064912328,-0.072489926,-0.0623349,0.087018135,-0.083056786,-0.077704339,-0.085006422,0.06115903,-0.12482877,-0.099751921,-0.082714218,-0.086636732,-0.069337795,-0.098086103,-0.131636027,0.104276455,-0.095605592,-0.102748304,-0.1046226,-0.093153326,-0.096447148,0.015666724,-0.096946723,0.302938486,-0.0808977,-0.089879015,-0.080648572,-0.082483481,0.572709798,-0.075100019,-0.118871861,-0.020974229,0.069215427,0.171588954,-0.121884207,-0.116891396,-0.114791823,9.65E-05,0.040287214,0.108223462,0.114390258,-0.069465141,-0.09169126,-0.086240886,-0.087886853,-0.068774207,-0.091619942,-0.101969572,-0.08342708,-0.087318134,-0.106705885,-0.083812945,-0.080943644,-0.067541304,-0.076181593,-0.085997248,-0.088629942,-0.157983255,0.198027573,-0.126867092,-0.014349092,0.02210831,-0.014157047,-0.120847502,0.209829505,0.129094818,0.200306762,-0.159921615,-0.107968471,-0.123131896,0.016714613,-0.014273444,0.00849641,-0.113353622,-0.083341142,-0.114274618,-0.037146936,0.119927082,-0.036661056,-0.1996313,-0.12859087,0.487509654,-0.111446022,0.096206619,-0.104288434,1,-0.089270638,-0.038419282,-0.046969666,0.034974304,-0.031139422,0.28142016,0.030768698,-0.127418916,-0.121929427,-0.115038703,0.101869221,-0.104993898,-0.023597735,-0.085791657,0.030700945,0.362368152,-0.037146936,-0.158208093,-0.103684303,0.141035401,0.278356556,-0.074043669,-0.089498871,-0.148596958,-0.08580063,-0.074967617
Place 135059,-0.045702361,-0.028990405,-0.034493294,-0.134691926,-0.043879687,-0.039696279,-0.047756594,-0.034500612,-0.035069344,-0.041365457,-0.02525941,-0.03523231,-0.039792634,-0.040076299,-0.047756594,-0.028476284,-0.051418911,-0.034308493,-0.025503293,-0.033126089,-0.027406718,0.169157874,-0.043400098,-0.041780584,-0.045309714,0.328569485,0.29971922,-0.047597851,-0.048617635,-0.052315938,-0.033563468,0.341543256,-0.095890259,-0.011226317,-0.055066143,-0.068109133,-0.069931677,-0.057046559,-0.061421696,-0.141067557,-0.056337489,-0.114816467,0.284436012,-0.055590616,-0.044115823,-0.042101154,-0.118011741,-0.089469168,-0.06829488,0.128142728,-0.079350189,0.001299169,0.175394917,-0.003672204,0.292436991,0.091779242,-0.136555662,-0.136938629,-0.146480915,-0.034020261,-0.05735395,-0.050196407,-0.05459357,-0.033606643,-0.051286866,-0.067695779,-0.04874274,-0.051234507,-0.072172306,-0.043879687,-0.046894079,-0.027988837,-0.040177628,-0.051246193,-0.054668026,-0.021766178,-0.138322729,-0.091549098,-0.176421766,-0.161170241,-0.182172934,-0.070098194,-0.123547573,-0.075315605,-0.143711768,-0.123960853,-0.049071683,-0.083016371,-0.010130352,0.140520708,0.053324734,-0.00331646,0.040653079,0.076696553,-0.127900133,0.162929388,0.095302294,-0.160696683,0.001083386,-0.126279493,-0.074871464,0.219158645,-0.102065661,-0.089270638,1,-0.036116588,-0.118472006,-0.12229139,0.193857398,0.081455322,-0.1556566,-0.080802205,-0.084005099,-0.078949017,-0.112996699,-0.067991208,0.126029697,0.223712882,0.032705223,0.197364975,0.269079915,0.06063723,-0.069019309,0.145735958,-0.129530049,-0.034817617,-0.04960658,-0.06950138,-0.092045947,-0.035480242
Place 135060,0.038511871,0.040014455,0.012766192,-0.069805875,0.008881583,-0.008419547,0.023368825,0.004720642,0.034610299,-0.005111734,0.017193461,0.004182673,0.064016651,-0.006428228,0.023368825,0.023519591,-0.003541034,0.024132172,0.032345848,0.01909703,0.018973729,-0.13618022,0.004180458,-0.020912432,-0.002003706,-0.150214853,-0.063597149,0.036938108,-0.014959133,-0.037601623,0.005644961,0.064239852,-0.07278577,0.174221369,-0.00172644,-0.034412104,-0.036230001,-0.030106153,-0.030208161,0.245839553,-0.00293085,0.12655114,-0.032299608,-0.02192068,-0.007840649,0.01687567,0.074550916,0.047114596,0.00527741,-0.061653605,0.420794248,0.051893794,0.025618554,-0.02679014,0.091149353,0.073565749,0.00598335,-0.015147589,-0.01692651,0.008617443,-0.023680708,-0.007198869,-0.040457123,0.012964529,0.001855298,-0.050454671,-0.017495026,-0.008213057,-0.046942214,0.008881583,-0.013237999,0.03002574,-0.000877223,-0.020005828,-0.033589103,-0.148771009,-0.123346733,0.000285616,-0.066600725,-0.113761324,0.069736878,0.107886317,-0.100427291,-0.03546991,0.158658821,-0.025571929,0.057235319,0.197003529,0.001183198,0.24396772,-0.045536935,0.161611188,-0.024703134,-0.101145963,-0.087062532,-0.064662817,0.029139095,0.116829565,0.226985591,-0.099630573,-0.048102525,-0.101932228,0.023894261,-0.038419282,-0.036116588,1,-0.030402602,0.107246215,-0.154433232,-0.088077274,-0.027355276,-0.030635732,-0.047362871,-0.050089995,0.020690836,0.162238575,-0.064585873,-0.107214817,0.052399861,0.227156089,-0.087062532,-0.00666243,-0.035319981,0.065286342,-0.092127773,0.008223404,-0.006188879,0.228003071,-0.072186031,0.016859183
Place 135062,-0.088440272,-0.067776183,-0.066290196,-0.076501155,-0.076151887,-0.067065282,-0.087437335,-0.063329537,-0.074138125,-0.070429409,-0.053889232,-0.066889921,-0.087670903,-0.06704109,-0.087437335,-0.060490326,-0.083439435,-0.066994348,-0.057998812,-0.065215688,-0.055934796,-0.174228143,-0.075311716,-0.069967653,-0.077076291,-0.220896655,-0.116296372,-0.090466569,-0.075538829,-0.078759374,-0.062391276,0.046963734,-0.078078276,-0.163235117,-0.087539903,-0.094942745,-0.096757943,-0.085149689,-0.088669824,0.213245507,-0.088834904,-0.142610163,0.114500637,-0.082478578,-0.073180366,-0.07496266,0.106493494,-0.06750114,-0.109026836,-0.122177486,0.07450696,-0.06694946,0.054948092,0.305690439,-0.047290611,-0.092421092,0.254522017,0.020317883,0.020875839,-0.062673678,-0.084233844,-0.078906036,-0.080138331,-0.062165464,-0.083691209,-0.093764129,-0.076059035,-0.079948303,-0.098563461,-0.076151887,-0.073823814,-0.060537209,-0.069014395,-0.078548501,-0.080949226,0.134491599,-0.165193538,0.308165343,0.058457468,-0.115636416,0.228237555,-0.015269588,-0.147952788,-0.104242056,-0.035878948,0.081125765,-0.09792723,0.098926708,-0.04321743,0.046839738,-0.127881657,0.10311301,-0.157135621,-0.105113346,-0.157091459,-0.138226298,0.152517601,0.415106067,0.456404501,0.042914562,-0.102865729,0.017955583,-0.059704588,-0.046969666,-0.118472006,-0.030402602,1,-0.101223047,-0.197607049,-0.138851663,0.291123523,-0.117347016,-0.11312346,-0.106508344,-0.140798237,-0.096893141,-0.125113318,-0.206194114,0.268680756,-0.168907067,-0.157091459,0.069090981,-0.095849234,0.221885637,-0.162012498,-0.066481514,-0.081417565,0.240525142,-0.119722396,-0.067608878
Place 135063,-0.002667055,0.013694618,-0.000263094,-0.11908163,-0.01164469,-0.010837485,-0.007811751,-0.003571203,0.006719392,-0.011016778,0.006744361,-0.000184982,0.009295872,-0.012263665,-0.007811751,0.006584798,-0.020351823,-0.000369803,0.010009095,0.001078856,0.003420463,-0.138665917,-0.010838273,-0.010537385,-0.01271117,-0.10434758,-0.073753905,-0.00479411,-0.022593467,-0.024918573,-0.002445034,0.138152061,-0.078199654,-0.064312534,-0.02486556,-0.046150412,-0.048351969,-0.029917689,-0.037113665,0.247329888,-0.026367165,-0.099718404,0.000772519,-0.031023372,-0.014323546,-0.009546163,0.033873796,-0.070054577,-0.031258987,-0.079143604,-0.043841702,-0.084793638,0.039874852,-0.049013146,0.100005626,-0.033930172,-0.126863781,-0.1311327,-0.140503265,-0.003773345,-0.033154686,-0.023176964,-0.028932648,-0.004010436,-0.020400656,-0.044345512,-0.021782084,-0.024421461,-0.050432958,-0.01164469,-0.020509358,0.007078226,-0.01039187,-0.024810007,-0.028946148,0.184699877,-0.127642504,-0.074450306,0.171043741,0.034232223,0.401623171,0.217808988,-0.114856431,-0.052554335,0.316348654,0.090166706,-0.000743753,-0.055584965,0.429067328,0.005383879,-0.072141946,0.132529951,-0.119399991,0.142680815,-0.115479155,-0.09374349,0.04141023,0.033028142,0.012926544,0.138454247,-0.051473085,-0.111030938,0.10422921,0.034974304,-0.12229139,0.107246215,-0.101223047,1,-0.163538963,-0.099725834,-0.101283155,-0.049129512,-0.062222193,-0.05734612,-0.097522279,0.262331912,-0.082695299,-0.180107405,0.038314213,-0.132200875,-0.115479155,0.121831146,-0.04724989,-0.045989286,-0.111925322,-0.000221477,-0.017823018,-0.100550083,-0.071552928,-0.001707751
Place 135064,-0.099995843,-0.073006799,-0.069114499,-0.176627136,-0.082570869,-0.067858008,-0.096508364,-0.065135082,-0.080612897,-0.072276581,-0.05526708,-0.066963695,-0.102006958,-0.069089935,-0.096508364,-0.063800707,-0.089636025,-0.073432555,-0.062630766,-0.069464641,-0.059297261,-0.050601729,-0.079911007,-0.066634784,-0.080517366,0.497496444,-0.126446465,-0.102423206,-0.079282219,-0.076329719,-0.064010508,0.02787338,0.084548683,0.158505882,-0.096215366,0.149025025,0.147429317,-0.087157113,-0.093745403,-0.185776127,-0.097766759,-0.095912112,0.05338501,0.160015481,-0.075570015,-0.082999277,0.087319512,0.053974756,0.109290348,-0.13519768,-0.136212481,-0.055825411,-0.121398583,-0.119005055,-0.116704349,-0.094890632,-0.118957278,0.040738608,0.101124032,-0.065808956,-0.089709747,-0.08528462,-0.078550048,-0.066784806,-0.091604436,-0.095545954,-0.078635745,-0.086534953,-0.104038488,-0.082570869,-0.077225318,-0.065679051,-0.071948397,-0.081618747,-0.08151459,0.036684247,-0.03155557,-0.130549477,0.256415706,0.189757744,-0.225317129,-0.124567593,-0.055208941,0.029018422,-0.099917415,0.02543539,-0.114346354,-0.112550821,0.134876208,-0.060798443,0.20313692,-0.019353484,0.178615699,0.067604565,-0.100359785,-0.156412118,-0.131464365,-0.203078045,-0.186237519,-0.050635017,-0.108348155,0.33594326,-0.134729838,-0.031139422,0.193857398,-0.154433232,-0.197607049,-0.163538963,1,0.187121338,0.067547338,-0.127012979,-0.054231511,0.123652719,0.145444709,-0.10535113,0.188006869,0.049581043,-0.167257605,0.211628077,0.053763953,-0.159881321,-0.103637388,0.219170027,-0.026239739,-0.067852488,-0.085706002,-0.151134248,-0.126129078,-0.072332962
Place 135065,0.020273318,0.03278013,0.013918647,0.0633468,0.003890694,-0.000131744,0.012300559,0.008690652,0.026134286,0.000903177,0.019338825,0.012520428,0.036471005,-0.001156526,0.012300559,0.021526255,-0.005567608,0.016034151,0.026038683,0.01619856,0.016798341,0.068307506,0.003659285,-0.00162349,0.001012997,0.184520339,0.180242916,0.018275759,-0.01126052,-0.017118785,0.009789038,-0.135644278,-0.0676177,0.045934435,-0.008892667,-0.034297764,-0.036450413,-0.01946112,-0.02585183,-0.117682469,-0.010344221,0.040334265,-0.153666143,-0.019505207,-0.002325469,0.007192477,0.177081424,-0.058456511,-0.009989354,-0.066552005,-0.02193478,0.147483011,-0.060608931,-0.033350788,-0.041541948,0.169324273,-0.114060282,-0.119806962,-0.128442392,0.009094875,-0.021589559,-0.009798049,-0.021303465,0.009574383,-0.004576153,-0.035707478,-0.010845619,-0.011009542,-0.040125925,0.003890694,-0.009222072,0.02321308,0.00203871,-0.013809483,-0.019906821,-0.135641498,0.198434171,-0.061964609,-0.078251973,0.135299554,-0.166557576,-0.011940364,0.128713223,-0.039063364,0.055225803,-0.10229198,0.027285208,-0.139077317,-0.043073747,-0.053837956,0.314030228,-0.040638172,0.210889319,0.088958013,-0.100350283,0.090949723,-0.067621558,-0.14377934,-0.130210747,0.210950546,-0.040584113,0.110621429,-0.072651958,0.28142016,0.081455322,-0.088077274,-0.138851663,-0.099725834,0.187121338,1,0.049481723,-0.032504157,-0.04907436,-0.046013433,-0.085695657,-0.030505709,0.209388699,0.080888646,-0.054061076,0.195073644,0.064407139,-0.095465063,-0.035372824,0.089570862,-0.096948757,0.013156427,-0.003956125,-0.09024281,-0.061546367,0.013502541
Place 135066,-0.09267481,-0.07059006,-0.067660428,-0.164004347,-0.078218302,-0.067287936,-0.090620523,-0.064194262,-0.077071219,-0.071008082,-0.05503357,-0.06737969,-0.093360198,-0.067602266,-0.090620523,-0.062298192,-0.085076572,-0.069531812,-0.060376763,-0.067101501,-0.057578464,-0.173706163,-0.076822324,-0.068892483,-0.07813732,0.070851827,-0.116934166,-0.094745072,-0.076222213,-0.077362528,-0.063242087,-0.136212533,0.238422531,0.193307527,-0.089794678,-0.095905003,-0.097746277,-0.084996398,-0.089194343,0.072915302,-0.091111117,-0.143217708,0.057604101,-0.083261729,-0.073798384,-0.077641725,0.213437484,-0.117561381,-0.112618512,-0.123530752,-0.025440607,-0.16901816,-0.113441272,-0.110013187,-0.107874877,-0.142298757,-0.165106883,-0.1622094,-0.17334845,-0.063953739,-0.085042223,-0.080437031,-0.078834396,-0.063910114,-0.085882292,-0.092921119,-0.076407413,-0.081495416,-0.098661311,-0.078218302,-0.074482537,-0.062960135,-0.069963426,-0.078931665,-0.080346015,-0.145468686,-0.164920698,0.09682241,-0.069202689,0.105287951,0.088294569,-0.114553748,-0.14878173,-0.105713405,0.03674355,0.163064772,-0.103890335,0.032350296,0.297482299,0.2153469,-0.130211657,0.002891034,-0.157008034,-0.153973323,-0.159346064,-0.140675815,0.480629245,0.173089426,0.059402456,0.143485321,-0.10294762,-0.062560533,0.193816304,0.030768698,-0.1556566,-0.027355276,0.291123523,-0.101283155,0.067547338,0.049481723,1,0.029842866,0.116656837,-0.106950201,-0.141381875,-0.098255543,-0.126508706,-0.205423424,0.550643391,-0.003588382,-0.159346064,0.336783577,0.008348938,0.131322311,-0.163416436,-0.067385651,-0.082542875,0.031999742,-0.076481386,-0.069534189
Place 135069,0.221720827,0.216073759,0.150845235,-0.056326989,0.142133053,0.104693876,0.190703662,0.128142716,0.207808503,0.115143202,0.145606604,0.142081619,0.275973531,0.103946185,0.190703662,0.166327473,0.123749018,0.165523137,0.178993786,0.159008058,0.144798077,-0.100169272,0.136566861,0.096510941,0.128858808,-0.195613006,0.005761246,0.219465599,0.089181627,0.064009236,0.129721269,-0.162532503,0.36225983,-0.13592817,0.12465648,0.16147205,0.05242656,0.169778297,0.26955567,-0.06985513,0.26929471,-0.025130921,-0.143215947,0.181385636,0.220790712,0.153650673,-0.018081792,0.018558076,0.163427452,0.008605435,0.148954284,-0.089193718,0.003610492,0.085287993,0.056167857,-0.023553137,-0.062713173,-0.084551447,-0.091484846,0.130975464,0.07410102,0.104043471,0.054861933,0.134570081,0.130551996,0.038012225,0.088986919,0.102318791,0.038994986,0.142133053,0.092159332,0.175185293,0.118587183,0.084644058,0.064632844,-0.117673026,-0.079927451,0.015276586,-0.089924572,-0.053284688,0.019296122,0.16105671,-0.060837366,0.05970929,-0.089290086,0.01738586,0.267518118,0.027683238,-0.035908129,0.146718604,0.054420195,-0.107631017,-0.067936992,-0.043099537,-0.027557027,0.006754541,0.185195937,0.021074537,-0.110172906,-0.056820478,0.429949088,-0.060714669,0.346976616,-0.127418916,-0.080802205,-0.030635732,-0.117347016,-0.049129512,-0.127012979,-0.032504157,0.029842866,1,0.741717612,0.336776112,-0.021978666,0.071944517,0.003558917,-0.172354683,0.098818577,-0.086612074,-0.027557027,0.31234929,0.478115432,-0.207745016,-0.01582237,0.145948494,0.121875251,-0.040326945,0.438809066,0.155307545
Place 135070,0.128221337,0.129883163,0.087703098,-0.068791335,0.079191137,0.05764795,0.108615401,0.073491193,0.122963854,0.063674594,0.086773721,0.082626834,0.163410889,0.056781536,0.108615401,0.098783739,0.06585956,0.096212465,0.107190325,0.09285919,0.085297999,-0.100227502,0.076195831,0.05297674,0.071143819,-0.173900286,-0.018951854,0.126265672,0.045065548,0.029713607,0.074750388,-0.148458502,0.399015378,-0.06767836,0.06502261,0.018378405,0.015886509,0.034778988,0.027771214,-0.079825205,0.063415546,-0.044781342,-0.083109261,0.035510549,0.059962147,0.086528319,-0.040721543,-0.010386139,0.085651444,-0.018926655,0.073423704,-0.091227121,-0.019245276,0.034809892,0.016023636,-0.043530732,0.008185443,-0.088860703,-0.095729348,0.075078547,0.033095652,0.053537768,0.023176508,0.077098692,0.069803708,0.008709877,0.045197617,0.052157751,0.007440827,0.079191137,0.047428662,0.104087667,0.065867764,0.041754638,0.028858495,-0.112028134,-0.085114321,-0.013625115,-0.143297393,-0.06351432,0.086202487,0.083650565,-0.07013832,0.018853737,-0.091427861,-0.008446921,0.15545419,0.111544721,0.003295971,0.261103449,0.009852153,-0.104779309,-0.010450417,-0.058810904,-0.050959529,-0.024419037,0.265309337,0.106708188,-0.105831644,-0.068467121,0.384277765,-0.068910018,0.35965071,-0.121929427,-0.084005099,-0.047362871,-0.11312346,-0.062222193,-0.054231511,-0.04907436,0.116656837,0.741717612,1,0.236831829,-0.042282775,0.028629414,-0.022937516,-0.15476765,0.053741298,-0.090382897,0.049727557,0.425404348,0.510755271,-0.223907261,-0.043055935,0.084866081,0.065533901,-0.05387601,0.384370295,0.089862997
Place 135071,0.117955533,0.11639495,0.076346987,-0.00706528,0.070510982,0.047417811,0.098331089,0.062900955,0.110516885,0.053415677,0.07543978,0.069596788,0.152119873,0.047584378,0.098331089,0.087273082,0.057614285,0.086764132,0.096125531,0.082204232,0.07543204,-0.042730219,0.066478414,0.039801405,0.060860219,-0.158729562,-0.019234662,0.116312598,0.037508749,0.018603356,0.063982754,-0.181063165,0.580748069,-0.121306138,0.448376834,0.296876235,0.366127318,0.403770919,0.359157263,-0.074424823,0.252438341,-0.042557528,-0.125477341,0.307171574,0.123734958,0.078507014,-0.040210871,-0.012049822,0.598619775,-0.017526472,0.068463787,-0.088706237,-0.020854054,0.030988024,0.013528973,-0.041479119,-0.06760538,-0.080088597,0.04547248,0.065406834,0.027214611,0.046928074,0.013183021,0.068410865,0.062480434,0.001449192,0.036700992,0.045744246,0.002694927,0.070510982,0.039541014,0.093479602,0.056351504,0.033737346,0.019913774,-0.021482174,-0.080472103,-0.012966822,0.044080235,-0.113021862,-0.099666074,0.077140361,-0.063955958,0.015960413,-0.089426573,-0.014253193,0.145609839,-0.106926931,-0.098482008,-0.002416084,0.009587095,-0.099000571,-0.071624078,0.076572686,-0.044019235,-0.019942358,-0.025020315,-0.111736627,-0.102938151,-0.061883594,0.197615966,-0.06417502,0.203326798,-0.115038703,-0.078949017,-0.050089995,-0.106508344,-0.05734612,0.123652719,-0.046013433,-0.106950201,0.336776112,0.236831829,1,-0.040403003,0.024359023,-0.020976079,-0.143281318,-0.067888401,-0.085023338,-0.044019235,0.003974137,0.43745312,-0.212128116,-0.039714671,0.072650033,0.056040302,-0.051442169,0.496651954,0.079640856
Place 135072,0.03906696,0.049459155,0.025627736,0.134914382,0.015972777,0.00800982,0.02841845,0.01859535,0.042628304,0.010036972,0.030194928,0.023013917,0.059550606,0.007223424,0.02841845,0.034312535,0.005322442,0.029573706,0.039949224,0.028771205,0.028084274,0.287237524,0.014936105,0.005056142,0.011527525,-0.144146001,0.070058151,0.037037007,-0.003371173,-0.012303327,0.019744606,-0.212513632,-0.063995371,-0.105133486,0.002684294,-0.027523304,-0.029779869,-0.01277666,-0.018973359,-0.116375486,0.001175666,0.322145381,0.098547089,-0.012015452,0.0066561,0.020407085,0.125912057,0.422412994,0.005548067,-0.061329871,-0.006695445,0.209160498,-0.056987917,-0.023613932,-0.033945814,0.255136072,-0.111791906,0.005666177,0.071353563,0.0194877,-0.014200722,-0.000255229,-0.016892274,0.020544189,0.007170871,-0.031472715,-0.003230907,-0.001521032,-0.034910278,0.015972777,-0.001233827,0.037018488,0.011635696,-0.006340341,-0.014330521,-0.052148501,0.272405588,-0.056522305,-0.032336247,0.050287932,-0.171209961,0.003547752,0.266681162,0.616143039,-0.122934754,-0.101681399,0.050412517,-0.141118863,-0.131285676,-0.047671296,0.050840759,0.057725838,0.11716295,-0.097303999,-0.008284259,-0.07194331,-0.063798204,-0.14607266,-0.132858863,-0.102990077,-0.034955483,0.347641876,-0.070866682,0.101869221,-0.112996699,0.020690836,-0.140798237,-0.097522279,0.145444709,-0.085695657,-0.141381875,-0.021978666,-0.042282775,-0.040403003,1,-0.022405368,0.156673849,0.046592745,0.002500672,-0.010302162,-0.095412665,-0.09362793,-0.028650267,-0.003854326,0.167310912,0.024203584,0.006341238,-0.088313101,-0.057963987,0.025967374
Place 135073,0.165859767,0.163048707,0.113482773,-0.049193886,0.105992306,0.078419417,0.142509428,0.096321373,0.156359463,0.086175748,0.110007515,0.107186647,0.207012611,0.077648772,0.142509428,0.125414975,0.091757634,0.124141909,0.134974628,0.119539743,0.109023398,-0.083446967,0.102035398,0.072727666,0.096267558,-0.159132251,-0.000100731,0.164017565,0.065854667,0.047459579,0.097583896,-0.131914451,-0.005872117,-0.048699606,0.091958937,0.038998565,0.03649153,0.055259636,0.048325023,0.017526381,0.090367857,-0.024922095,-0.11698167,0.056237739,0.08244958,0.114592383,-0.019478091,0.009801784,0.120404199,0.001478272,0.108664927,-0.07437048,-0.001342395,0.060910669,0.038744452,-0.023662406,-0.055101815,-0.0717729,-0.077576732,0.098298534,0.053807444,0.076742565,0.040282847,0.100831433,0.09669327,0.02649796,0.065876628,0.075362028,0.026547743,0.105992306,0.068233344,0.131912191,0.088678646,0.062408524,0.047409739,-0.096699023,-0.067609763,0.267030133,-0.074773375,-0.045971567,0.06004696,0.429777056,-0.052854307,0.041577986,0.202556872,0.385706027,0.199947664,-0.039039084,0.130387938,0.021968501,0.036145328,0.248000934,-0.058129551,-0.039117597,-0.028260754,-0.001157544,-0.00592156,0.301693853,0.190059897,-0.050052248,0.030456201,-0.052352288,0.214869954,-0.104993898,-0.067991208,0.162238575,-0.096893141,0.262331912,-0.10535113,-0.030505709,-0.098255543,0.071944517,0.028629414,0.024359023,-0.022405368,1,-0.002554276,-0.140281037,-0.05115523,-0.072939248,-0.028260754,-0.038538307,0.037746467,-0.208262643,-0.018877527,0.109955172,0.090673708,0.032342249,0.001622554,0.116569173
